sample	tissue	nucl	subject	pool_id	side	part	rpm	rpm_ratio
M148_HRT_2_RNA	HRT	RNA	M148	15		2.0	23.26571428571429	0.016937714285714285
M148_HRT_2_RNA	HRT	RNA	M148	16		2.0	341.39142857142866	0.2501285714285715
M148_HRT_2_RNA	HRT	RNA	M148	18		2.0	71.56714285714285	0.035906571428571434
M148_LIV_1_RNA	LIV	RNA	M148	1		1.0	2113.025714285714	1.4295142857142855
M148_LIV_1_RNA	LIV	RNA	M148	2		1.0	1481.5485714285712	1.0154199999999998
M148_LIV_1_RNA	LIV	RNA	M148	3		1.0	1191.8257142857142	0.9398885714285715
M148_LIV_1_RNA	LIV	RNA	M148	4		1.0	1230.3685714285716	1.3062857142857145
M148_LIV_1_RNA	LIV	RNA	M148	5		1.0	874.7971428571427	0.9227085714285715
M148_LIV_1_RNA	LIV	RNA	M148	6		1.0	1062.5257142857142	0.8617428571428571
M148_LIV_1_RNA	LIV	RNA	M148	7		1.0	589.9371428571428	0.5982514285714284
M148_LIV_1_RNA	LIV	RNA	M148	8		1.0	1272.8257142857144	0.9672257142857142
M148_LIV_1_RNA	LIV	RNA	M148	9		1.0	450.7571428571428	0.3615857142857143
M148_LIV_1_RNA	LIV	RNA	M148	10		1.0	1352.862857142857	0.9146742857142858
M148_LIV_1_RNA	LIV	RNA	M148	11		1.0	1788.6485714285714	1.221922857142857
M148_LIV_1_RNA	LIV	RNA	M148	12		1.0	1219.6971428571428	1.0387914285714288
M148_LIV_1_RNA	LIV	RNA	M148	13		1.0	2035.7085714285715	1.3643428571428569
M148_LIV_1_RNA	LIV	RNA	M148	14		1.0	1044.4685714285713	1.0588857142857144
M148_LIV_1_RNA	LIV	RNA	M148	15		1.0	598.4714285714285	0.8300285714285716
M148_LIV_1_RNA	LIV	RNA	M148	16		1.0	496.8280000000001	0.38426571428571427
M148_LIV_1_RNA	LIV	RNA	M148	18		1.0	2288.042857142857	1.4727142857142859
M148_LIV_2_RNA	LIV	RNA	M148	1		2.0	2142.182857142857	1.4321142857142857
M148_LIV_2_RNA	LIV	RNA	M148	2		2.0	1481.6514285714288	1.0039028571428574
M148_LIV_2_RNA	LIV	RNA	M148	3		2.0	1192.1771428571426	0.9320399999999999
M148_LIV_2_RNA	LIV	RNA	M148	4		2.0	1212.8428571428572	1.2898685714285716
M148_LIV_2_RNA	LIV	RNA	M148	5		2.0	884.9228571428571	0.9251799999999999
M148_LIV_2_RNA	LIV	RNA	M148	6		2.0	1084.717142857143	0.8786828571428571
M148_LIV_2_RNA	LIV	RNA	M148	7		2.0	606.64	0.6153314285714286
M148_LIV_2_RNA	LIV	RNA	M148	8		2.0	1238.1628571428573	0.9475485714285713
M148_LIV_2_RNA	LIV	RNA	M148	9		2.0	443.32	0.36057714285714293
M148_LIV_2_RNA	LIV	RNA	M148	10		2.0	1343.1799999999998	0.9056914285714286
M148_LIV_2_RNA	LIV	RNA	M148	11		2.0	1777.0914285714289	1.2206857142857144
M148_LIV_2_RNA	LIV	RNA	M148	12		2.0	1287.4628571428575	1.0928028571428572
M148_LIV_2_RNA	LIV	RNA	M148	13		2.0	2039.0028571428572	1.3671428571428572
M148_LIV_2_RNA	LIV	RNA	M148	14		2.0	1032.7828571428572	1.0284685714285715
M148_LIV_2_RNA	LIV	RNA	M148	15		2.0	607.2828571428572	0.8295142857142856
M148_LIV_2_RNA	LIV	RNA	M148	16		2.0	481.6768571428572	0.35653714285714283
M148_LIV_2_RNA	LIV	RNA	M148	18		2.0	2275.3914285714286	1.4644000000000006
M148_LIV_3_RNA	LIV	RNA	M148	1		3.0	2114.334285714286	1.414828571428571
M148_LIV_3_RNA	LIV	RNA	M148	2		3.0	1448.4171428571428	0.9839257142857144
M148_LIV_3_RNA	LIV	RNA	M148	3		3.0	1181.4257142857143	0.935222857142857
M148_LIV_3_RNA	LIV	RNA	M148	4		3.0	1186.6942857142858	1.2562285714285713
M148_LIV_3_RNA	LIV	RNA	M148	5		3.0	909.1542857142857	0.9686885714285715
M148_LIV_3_RNA	LIV	RNA	M148	6		3.0	1068.7742857142862	0.8627485714285713
M148_LIV_3_RNA	LIV	RNA	M148	7		3.0	633.602857142857	0.6423799999999998
M148_LIV_3_RNA	LIV	RNA	M148	8		3.0	1237.1314285714288	0.9423571428571427
M148_LIV_3_RNA	LIV	RNA	M148	9		3.0	438.5057142857143	0.3512371428571428
M148_LIV_3_RNA	LIV	RNA	M148	10		3.0	1378.4914285714285	0.9279028571428573
M148_LIV_3_RNA	LIV	RNA	M148	11		3.0	1776.1742857142854	1.2252428571428569
M148_LIV_3_RNA	LIV	RNA	M148	12		3.0	1249.0085714285713	1.0569000000000002
M148_LIV_3_RNA	LIV	RNA	M148	13		3.0	2014.3971428571426	1.3613142857142857
M148_LIV_3_RNA	LIV	RNA	M148	14		3.0	1052.6571428571426	1.0529742857142859
M148_LIV_3_RNA	LIV	RNA	M148	15		3.0	624.6971428571429	0.8458600000000001
M148_LIV_3_RNA	LIV	RNA	M148	16		3.0	496.5522857142857	0.39057714285714296
M148_LIV_3_RNA	LIV	RNA	M148	18		3.0	2269.025714285714	1.4566285714285712
M148_LIV_4_RNA	LIV	RNA	M148	1		4.0	2180.4542857142856	1.444257142857143
M148_LIV_4_RNA	LIV	RNA	M148	2		4.0	1486.4314285714288	1.0076057142857142
M148_LIV_4_RNA	LIV	RNA	M148	3		4.0	1197.82	0.9426914285714284
M148_LIV_4_RNA	LIV	RNA	M148	4		4.0	1223.0771428571431	1.3010000000000002
M148_LIV_4_RNA	LIV	RNA	M148	5		4.0	906.8742857142856	0.9628514285714285
M148_LIV_4_RNA	LIV	RNA	M148	6		4.0	1049.2057142857143	0.8455657142857144
M148_LIV_4_RNA	LIV	RNA	M148	7		4.0	589.9514285714286	0.5834228571428574
M148_LIV_4_RNA	LIV	RNA	M148	8		4.0	1247.8600000000006	0.930477142857143
M148_LIV_4_RNA	LIV	RNA	M148	9		4.0	447.3914285714286	0.3587257142857143
M148_LIV_4_RNA	LIV	RNA	M148	10		4.0	1346.1114285714286	0.9058657142857143
M148_LIV_4_RNA	LIV	RNA	M148	11		4.0	1753.2457142857143	1.2114285714285715
M148_LIV_4_RNA	LIV	RNA	M148	12		4.0	1234.7542857142857	1.0618400000000001
M148_LIV_4_RNA	LIV	RNA	M148	13		4.0	2014.008571428571	1.353857142857143
M148_LIV_4_RNA	LIV	RNA	M148	14		4.0	1072.6542857142858	1.0607514285714288
M148_LIV_4_RNA	LIV	RNA	M148	15		4.0	603.2514285714285	0.815102857142857
M148_LIV_4_RNA	LIV	RNA	M148	16		4.0	482.3151428571428	0.36441428571428575
M148_LIV_4_RNA	LIV	RNA	M148	18		4.0	2338.177142857143	1.5029714285714286
M148_L_AB_RNA	AB	RNA	M148	1	L		450.24999999999994	0.29341085714285714
M148_L_AB_RNA	AB	RNA	M148	2	L		2612.86	1.802862857142857
M148_L_AB_RNA	AB	RNA	M148	3	L		1844.62	1.41516
M148_L_AB_RNA	AB	RNA	M148	4	L		945.0342857142856	1.019305714285714
M148_L_AB_RNA	AB	RNA	M148	5	L		1963.2657142857145	2.112122857142857
M148_L_AB_RNA	AB	RNA	M148	6	L		807.62	0.660202857142857
M148_L_AB_RNA	AB	RNA	M148	7	L		1408.2057142857145	1.4438742857142859
M148_L_AB_RNA	AB	RNA	M148	8	L		3051.3714285714286	2.364314285714286
M148_L_AB_RNA	AB	RNA	M148	9	L		257.07714285714286	0.2182871428571428
M148_L_AB_RNA	AB	RNA	M148	10	L		1398.5628571428572	0.9454285714285713
M148_L_AB_RNA	AB	RNA	M148	11	L		2460.0000000000005	1.6717114285714287
M148_L_AB_RNA	AB	RNA	M148	12	L		971.6571428571428	0.8390028571428573
M148_L_AB_RNA	AB	RNA	M148	13	L		1848.2942857142857	1.2326514285714287
M148_L_AB_RNA	AB	RNA	M148	14	L		602.6531428571427	0.5992971428571428
M148_L_AB_RNA	AB	RNA	M148	15	L		18.307714285714287	0.02364257142857143
M148_L_AB_RNA	AB	RNA	M148	16	L		72.63857142857142	0.048426
M148_L_AB_RNA	AB	RNA	M148	18	L		38.572	0.030078857142857147
M148_L_BIC_1_RNA	BIC	RNA	M148	1	L	1.0	331.7800000000001	0.2243571428571429
M148_L_BIC_1_RNA	BIC	RNA	M148	2	L	1.0	2340.802857142857	1.6115714285714287
M148_L_BIC_1_RNA	BIC	RNA	M148	3	L	1.0	1453.094285714286	1.1515885714285714
M148_L_BIC_1_RNA	BIC	RNA	M148	4	L	1.0	1330.2771428571427	1.4296
M148_L_BIC_1_RNA	BIC	RNA	M148	5	L	1.0	920.1571428571428	0.9821085714285716
M148_L_BIC_1_RNA	BIC	RNA	M148	6	L	1.0	925.8657142857144	0.7510857142857144
M148_L_BIC_1_RNA	BIC	RNA	M148	7	L	1.0	1032.8085714285712	1.035282857142857
M148_L_BIC_1_RNA	BIC	RNA	M148	8	L	1.0	3184.505714285714	2.4450857142857143
M148_L_BIC_1_RNA	BIC	RNA	M148	9	L	1.0	276.55657142857143	0.2246542857142857
M148_L_BIC_1_RNA	BIC	RNA	M148	10	L	1.0	1874.717142857143	1.2774571428571433
M148_L_BIC_1_RNA	BIC	RNA	M148	11	L	1.0	2203.091428571429	1.5310571428571427
M148_L_BIC_1_RNA	BIC	RNA	M148	12	L	1.0	1188.4885714285713	1.0123228571428573
M148_L_BIC_1_RNA	BIC	RNA	M148	13	L	1.0	2946.4285714285716	1.989057142857143
M148_L_BIC_1_RNA	BIC	RNA	M148	14	L	1.0	563.5771428571429	0.5675885714285713
M148_L_BIC_1_RNA	BIC	RNA	M148	15	L	1.0	37.19199999999999	0.04487485714285714
M148_L_BIC_1_RNA	BIC	RNA	M148	16	L	1.0	248.19285714285715	0.19805428571428577
M148_L_BIC_1_RNA	BIC	RNA	M148	18	L	1.0	80.96	0.052978285714285714
M148_L_BIC_2_RNA	BIC	RNA	M148	1	L	2.0	315.0485714285715	0.21294000000000002
M148_L_BIC_2_RNA	BIC	RNA	M148	2	L	2.0	2318.825714285714	1.5945428571428573
M148_L_BIC_2_RNA	BIC	RNA	M148	3	L	2.0	1361.4342857142858	1.0807742857142855
M148_L_BIC_2_RNA	BIC	RNA	M148	4	L	2.0	1352.4142857142856	1.4511428571428573
M148_L_BIC_2_RNA	BIC	RNA	M148	5	L	2.0	865.0542857142858	0.9289857142857142
M148_L_BIC_2_RNA	BIC	RNA	M148	6	L	2.0	982.8857142857141	0.7971114285714285
M148_L_BIC_2_RNA	BIC	RNA	M148	7	L	2.0	974.1	0.9775428571428573
M148_L_BIC_2_RNA	BIC	RNA	M148	8	L	2.0	3086.2	2.359971428571429
M148_L_BIC_2_RNA	BIC	RNA	M148	9	L	2.0	355.92285714285725	0.2881257142857143
M148_L_BIC_2_RNA	BIC	RNA	M148	10	L	2.0	1950.5	1.3238285714285716
M148_L_BIC_2_RNA	BIC	RNA	M148	11	L	2.0	2041.2771428571427	1.4293428571428572
M148_L_BIC_2_RNA	BIC	RNA	M148	12	L	2.0	1257.7771428571427	1.0583828571428573
M148_L_BIC_2_RNA	BIC	RNA	M148	13	L	2.0	2967.5542857142855	2.0086285714285714
M148_L_BIC_2_RNA	BIC	RNA	M148	14	L	2.0	706.3731428571429	0.7035114285714289
M148_L_BIC_2_RNA	BIC	RNA	M148	15	L	2.0	34.21085714285714	0.036462857142857144
M148_L_BIC_2_RNA	BIC	RNA	M148	16	L	2.0	282.076	0.22112857142857145
M148_L_BIC_2_RNA	BIC	RNA	M148	18	L	2.0	72.61457142857144	0.047572285714285706
M148_L_GA_1_RNA	GA	RNA	M148	1	L	1.0	394.11400000000003	0.26653999999999994
M148_L_GA_1_RNA	GA	RNA	M148	2	L	1.0	2520.074285714286	1.736771428571429
M148_L_GA_1_RNA	GA	RNA	M148	3	L	1.0	1915.62	1.5272285714285718
M148_L_GA_1_RNA	GA	RNA	M148	4	L	1.0	1170.417142857143	1.2708257142857142
M148_L_GA_1_RNA	GA	RNA	M148	5	L	1.0	1354.0685714285714	1.4447999999999996
M148_L_GA_1_RNA	GA	RNA	M148	6	L	1.0	865.9028571428572	0.7036914285714286
M148_L_GA_1_RNA	GA	RNA	M148	7	L	1.0	1100.077142857143	1.0878628571428572
M148_L_GA_1_RNA	GA	RNA	M148	8	L	1.0	2891.9885714285715	2.1955714285714287
M148_L_GA_1_RNA	GA	RNA	M148	9	L	1.0	199.4134285714286	0.16423857142857143
M148_L_GA_1_RNA	GA	RNA	M148	10	L	1.0	1634.1514285714286	1.1184428571428568
M148_L_GA_1_RNA	GA	RNA	M148	11	L	1.0	2448.5171428571425	1.6863428571428574
M148_L_GA_1_RNA	GA	RNA	M148	12	L	1.0	1061.1542857142858	0.8951999999999999
M148_L_GA_1_RNA	GA	RNA	M148	13	L	1.0	2676.4285714285716	1.8196
M148_L_GA_1_RNA	GA	RNA	M148	14	L	1.0	481.88857142857137	0.5066599999999999
M148_L_GA_1_RNA	GA	RNA	M148	15	L	1.0	40.856	0.061404571428571406
M148_L_GA_1_RNA	GA	RNA	M148	16	L	1.0	182.65457142857147	0.14190828571428568
M148_L_GA_1_RNA	GA	RNA	M148	18	L	1.0	52.620000000000005	0.03331828571428571
M148_L_GA_2_RNA	GA	RNA	M148	1	L	2.0	378.58199999999994	0.2560714285714286
M148_L_GA_2_RNA	GA	RNA	M148	2	L	2.0	2478.3142857142857	1.702571428571428
M148_L_GA_2_RNA	GA	RNA	M148	3	L	2.0	1727.98	1.3698857142857144
M148_L_GA_2_RNA	GA	RNA	M148	4	L	2.0	1274.2971428571427	1.3756571428571425
M148_L_GA_2_RNA	GA	RNA	M148	5	L	2.0	1110.5285714285715	1.1830742857142857
M148_L_GA_2_RNA	GA	RNA	M148	6	L	2.0	798.8571428571431	0.6501428571428572
M148_L_GA_2_RNA	GA	RNA	M148	7	L	2.0	1079.1114285714284	1.074582857142857
M148_L_GA_2_RNA	GA	RNA	M148	8	L	2.0	3012.2914285714287	2.3276285714285714
M148_L_GA_2_RNA	GA	RNA	M148	9	L	2.0	195.58	0.16197685714285714
M148_L_GA_2_RNA	GA	RNA	M148	10	L	2.0	1944.0600000000002	1.3464028571428568
M148_L_GA_2_RNA	GA	RNA	M148	11	L	2.0	2169.4314285714286	1.5403714285714287
M148_L_GA_2_RNA	GA	RNA	M148	12	L	2.0	1032.5114285714287	0.8932914285714287
M148_L_GA_2_RNA	GA	RNA	M148	13	L	2.0	2890.114285714286	1.965
M148_L_GA_2_RNA	GA	RNA	M148	14	L	2.0	510.21971428571425	0.5453371428571429
M148_L_GA_2_RNA	GA	RNA	M148	15	L	2.0	23.121999999999996	0.034170285714285716
M148_L_GA_2_RNA	GA	RNA	M148	16	L	2.0	205.4182857142858	0.16761228571428574
M148_L_GA_2_RNA	GA	RNA	M148	18	L	2.0	39.565714285714286	0.025019714285714287
M148_L_HAM_RNA	HAM	RNA	M148	1	L		343.7517142857144	0.22985400000000006
M148_L_HAM_RNA	HAM	RNA	M148	2	L		3449.457142857143	2.3691714285714283
M148_L_HAM_RNA	HAM	RNA	M148	3	L		1515.4914285714287	1.2222285714285714
M148_L_HAM_RNA	HAM	RNA	M148	4	L		1202.5085714285715	1.28766
M148_L_HAM_RNA	HAM	RNA	M148	5	L		1075.5171428571425	1.1276999999999997
M148_L_HAM_RNA	HAM	RNA	M148	6	L		1117.2999999999993	0.8945400000000001
M148_L_HAM_RNA	HAM	RNA	M148	7	L		1159.1914285714288	1.2081228571428575
M148_L_HAM_RNA	HAM	RNA	M148	8	L		3243.2771428571427	2.4974
M148_L_HAM_RNA	HAM	RNA	M148	9	L		358.8639999999999	0.30047542857142856
M148_L_HAM_RNA	HAM	RNA	M148	10	L		1766.517142857143	1.2064485714285713
M148_L_HAM_RNA	HAM	RNA	M148	11	L		1577.4885714285713	1.1197742857142858
M148_L_HAM_RNA	HAM	RNA	M148	12	L		1266.8600000000001	1.0749542857142858
M148_L_HAM_RNA	HAM	RNA	M148	13	L		1679.94	1.115422857142857
M148_L_HAM_RNA	HAM	RNA	M148	14	L		891.4305714285714	0.8691885714285714
M148_L_HAM_RNA	HAM	RNA	M148	15	L		12.440857142857144	0.01756285714285714
M148_L_HAM_RNA	HAM	RNA	M148	16	L		137.508	0.09825114285714283
M148_L_HAM_RNA	HAM	RNA	M148	18	L		34.89971428571428	0.020614000000000004
M148_L_PM_RNA	PM	RNA	M148	1	L		326.18885714285705	0.21728857142857147
M148_L_PM_RNA	PM	RNA	M148	2	L		3013.3714285714286	2.044657142857143
M148_L_PM_RNA	PM	RNA	M148	3	L		1378.017142857143	1.0975771428571426
M148_L_PM_RNA	PM	RNA	M148	4	L		1251.9714285714283	1.360325714285714
M148_L_PM_RNA	PM	RNA	M148	5	L		880.0771428571428	0.9343628571428572
M148_L_PM_RNA	PM	RNA	M148	6	L		1042.1171428571429	0.8408000000000001
M148_L_PM_RNA	PM	RNA	M148	7	L		1094.8885714285711	1.1020914285714285
M148_L_PM_RNA	PM	RNA	M148	8	L		3070.1	2.312
M148_L_PM_RNA	PM	RNA	M148	9	L		452.1674285714286	0.3591111428571428
M148_L_PM_RNA	PM	RNA	M148	10	L		1970.3542857142857	1.3213085714285715
M148_L_PM_RNA	PM	RNA	M148	11	L		1953.7542857142855	1.3018199999999998
M148_L_PM_RNA	PM	RNA	M148	12	L		1266.5857142857144	1.0807314285714285
M148_L_PM_RNA	PM	RNA	M148	13	L		2261.52	1.5299428571428573
M148_L_PM_RNA	PM	RNA	M148	14	L		906.8685714285714	0.9376285714285713
M148_L_PM_RNA	PM	RNA	M148	15	L		8.243714285714285	0.010320000000000001
M148_L_PM_RNA	PM	RNA	M148	16	L		209.99342857142858	0.1401177142857143
M148_L_PM_RNA	PM	RNA	M148	18	L		11.042857142857143	0.006790571428571428
M148_L_QUA_1_RNA	QUA	RNA	M148	1	L	1.0	275.87714285714287	0.19296628571428578
M148_L_QUA_1_RNA	QUA	RNA	M148	2	L	1.0	2541.4085714285716	1.7422
M148_L_QUA_1_RNA	QUA	RNA	M148	3	L	1.0	1492.5685714285712	1.1849028571428568
M148_L_QUA_1_RNA	QUA	RNA	M148	4	L	1.0	1294.4457142857145	1.394182857142857
M148_L_QUA_1_RNA	QUA	RNA	M148	5	L	1.0	1018.2285714285714	1.0704457142857142
M148_L_QUA_1_RNA	QUA	RNA	M148	6	L	1.0	1450.7857142857142	1.171071428571429
M148_L_QUA_1_RNA	QUA	RNA	M148	7	L	1.0	1101.8142857142857	1.123302857142857
M148_L_QUA_1_RNA	QUA	RNA	M148	8	L	1.0	2214.151428571429	1.7050571428571426
M148_L_QUA_1_RNA	QUA	RNA	M148	9	L	1.0	797.7628571428572	0.6594342857142856
M148_L_QUA_1_RNA	QUA	RNA	M148	10	L	1.0	1818.88	1.245377142857143
M148_L_QUA_1_RNA	QUA	RNA	M148	11	L	1.0	1672.3714285714286	1.1890057142857142
M148_L_QUA_1_RNA	QUA	RNA	M148	12	L	1.0	1506.494285714286	1.2569542857142857
M148_L_QUA_1_RNA	QUA	RNA	M148	13	L	1.0	1945.405714285714	1.3311714285714285
M148_L_QUA_1_RNA	QUA	RNA	M148	14	L	1.0	1375.7399999999998	1.4010857142857143
M148_L_QUA_1_RNA	QUA	RNA	M148	15	L	1.0	50.61571428571426	0.07558542857142858
M148_L_QUA_1_RNA	QUA	RNA	M148	16	L	1.0	441.62142857142857	0.34043714285714294
M148_L_QUA_1_RNA	QUA	RNA	M148	18	L	1.0	31.887714285714285	0.019968000000000003
M148_L_QUA_2_RNA	QUA	RNA	M148	1	L	2.0	243.9291428571428	0.17080514285714288
M148_L_QUA_2_RNA	QUA	RNA	M148	2	L	2.0	2495.1714285714284	1.7179142857142862
M148_L_QUA_2_RNA	QUA	RNA	M148	3	L	2.0	1373.737142857143	1.087905714285714
M148_L_QUA_2_RNA	QUA	RNA	M148	4	L	2.0	1324.4342857142858	1.4339142857142861
M148_L_QUA_2_RNA	QUA	RNA	M148	5	L	2.0	988.6171428571428	1.0661885714285715
M148_L_QUA_2_RNA	QUA	RNA	M148	6	L	2.0	1513.2257142857145	1.2388085714285713
M148_L_QUA_2_RNA	QUA	RNA	M148	7	L	2.0	1067.9571428571428	1.0551
M148_L_QUA_2_RNA	QUA	RNA	M148	8	L	2.0	2244.342857142857	1.7233142857142854
M148_L_QUA_2_RNA	QUA	RNA	M148	9	L	2.0	873.7457142857144	0.6973257142857141
M148_L_QUA_2_RNA	QUA	RNA	M148	10	L	2.0	1937.8342857142857	1.3248285714285712
M148_L_QUA_2_RNA	QUA	RNA	M148	11	L	2.0	1487.245714285714	1.0369285714285714
M148_L_QUA_2_RNA	QUA	RNA	M148	12	L	2.0	1561.16	1.306908571428571
M148_L_QUA_2_RNA	QUA	RNA	M148	13	L	2.0	1894.717142857143	1.29134
M148_L_QUA_2_RNA	QUA	RNA	M148	14	L	2.0	1636.6142857142859	1.689771428571428
M148_L_QUA_2_RNA	QUA	RNA	M148	15	L	2.0	43.30542857142857	0.05163971428571429
M148_L_QUA_2_RNA	QUA	RNA	M148	16	L	2.0	379.71971428571436	0.28281685714285704
M148_L_QUA_2_RNA	QUA	RNA	M148	18	L	2.0	20.920571428571424	0.011387142857142858
M148_L_TA_RNA	TA	RNA	M148	1	L		465.21714285714273	0.3211314285714286
M148_L_TA_RNA	TA	RNA	M148	2	L		2427.4542857142856	1.6629428571428568
M148_L_TA_RNA	TA	RNA	M148	3	L		1598.977142857143	1.2756571428571428
M148_L_TA_RNA	TA	RNA	M148	4	L		1275.5342857142857	1.3871142857142853
M148_L_TA_RNA	TA	RNA	M148	5	L		1048.2342857142855	1.1039199999999998
M148_L_TA_RNA	TA	RNA	M148	6	L		914.9742857142855	0.7390514285714288
M148_L_TA_RNA	TA	RNA	M148	7	L		960.5599999999997	0.9605342857142855
M148_L_TA_RNA	TA	RNA	M148	8	L		2951.1285714285714	2.2594
M148_L_TA_RNA	TA	RNA	M148	9	L		406.9248571428571	0.33439428571428575
M148_L_TA_RNA	TA	RNA	M148	10	L		1986.917142857143	1.349142857142857
M148_L_TA_RNA	TA	RNA	M148	11	L		2037.1314285714288	1.4109142857142853
M148_L_TA_RNA	TA	RNA	M148	12	L		1106.2285714285715	0.9493857142857144
M148_L_TA_RNA	TA	RNA	M148	13	L		2767.9342857142856	1.857085714285714
M148_L_TA_RNA	TA	RNA	M148	14	L		610.4114285714284	0.6333171428571428
M148_L_TA_RNA	TA	RNA	M148	15	L		47.301714285714276	0.06420057142857143
M148_L_TA_RNA	TA	RNA	M148	16	L		274.27199999999993	0.21709199999999995
M148_L_TA_RNA	TA	RNA	M148	18	L		51.349428571428575	0.03380457142857142
M148_L_TRI_1_RNA	TRI	RNA	M148	1	L	1.0	386.85514285714294	0.2580685714285714
M148_L_TRI_1_RNA	TRI	RNA	M148	2	L	1.0	2592.2285714285713	1.7795428571428573
M148_L_TRI_1_RNA	TRI	RNA	M148	3	L	1.0	1506.9514285714286	1.1986685714285714
M148_L_TRI_1_RNA	TRI	RNA	M148	4	L	1.0	1309.9228571428573	1.4221171428571426
M148_L_TRI_1_RNA	TRI	RNA	M148	5	L	1.0	979.5114285714284	1.0456857142857143
M148_L_TRI_1_RNA	TRI	RNA	M148	6	L	1.0	995.9485714285715	0.820942857142857
M148_L_TRI_1_RNA	TRI	RNA	M148	7	L	1.0	888.5742857142857	0.8832742857142859
M148_L_TRI_1_RNA	TRI	RNA	M148	8	L	1.0	2915.822857142857	2.251657142857143
M148_L_TRI_1_RNA	TRI	RNA	M148	9	L	1.0	365.70485714285707	0.28867142857142863
M148_L_TRI_1_RNA	TRI	RNA	M148	10	L	1.0	1919.1057142857146	1.3208285714285712
M148_L_TRI_1_RNA	TRI	RNA	M148	11	L	1.0	1991.7457142857145	1.4220285714285712
M148_L_TRI_1_RNA	TRI	RNA	M148	12	L	1.0	1181.6085714285714	1.0253314285714286
M148_L_TRI_1_RNA	TRI	RNA	M148	13	L	1.0	2852.405714285714	1.9193428571428572
M148_L_TRI_1_RNA	TRI	RNA	M148	14	L	1.0	668.5765714285714	0.6866657142857142
M148_L_TRI_1_RNA	TRI	RNA	M148	15	L	1.0	33.376285714285714	0.04914571428571429
M148_L_TRI_1_RNA	TRI	RNA	M148	16	L	1.0	315.2834285714286	0.25622657142857147
M148_L_TRI_1_RNA	TRI	RNA	M148	18	L	1.0	27.24085714285715	0.018486285714285712
M148_R_AB_RNA	AB	RNA	M148	1	R		440.6257142857143	0.2994314285714286
M148_R_AB_RNA	AB	RNA	M148	2	R		2730.2028571428573	1.8529999999999998
M148_R_AB_RNA	AB	RNA	M148	3	R		1976.7457142857145	1.5384142857142855
M148_R_AB_RNA	AB	RNA	M148	4	R		912.5685714285714	0.9882628571428571
M148_R_AB_RNA	AB	RNA	M148	5	R		2027.6057142857146	2.157485714285714
M148_R_AB_RNA	AB	RNA	M148	6	R		802.1799999999998	0.6605114285714286
M148_R_AB_RNA	AB	RNA	M148	7	R		1316.5628571428572	1.3297314285714283
M148_R_AB_RNA	AB	RNA	M148	8	R		2965.694285714286	2.2769714285714278
M148_R_AB_RNA	AB	RNA	M148	9	R		231.6954285714286	0.19193799999999997
M148_R_AB_RNA	AB	RNA	M148	10	R		1395.1657142857146	0.9503285714285714
M148_R_AB_RNA	AB	RNA	M148	11	R		2543.8285714285716	1.7784857142857142
M148_R_AB_RNA	AB	RNA	M148	12	R		966.86	0.8146771428571428
M148_R_AB_RNA	AB	RNA	M148	13	R		1821.7514285714285	1.2084085714285715
M148_R_AB_RNA	AB	RNA	M148	14	R		601.9599999999999	0.586922857142857
M148_R_AB_RNA	AB	RNA	M148	15	R		9.759714285714287	0.010220285714285713
M148_R_AB_RNA	AB	RNA	M148	16	R		79.88142857142856	0.05818914285714285
M148_R_AB_RNA	AB	RNA	M148	18	R		41.20542857142857	0.028945142857142857
M148_R_BIC_1_RNA	BIC	RNA	M148	1	R	1.0	336.9031428571428	0.22677657142857138
M148_R_BIC_1_RNA	BIC	RNA	M148	2	R	1.0	2499.4485714285715	1.7118
M148_R_BIC_1_RNA	BIC	RNA	M148	3	R	1.0	1378.3628571428571	1.091157142857143
M148_R_BIC_1_RNA	BIC	RNA	M148	4	R	1.0	1352.7914285714285	1.4625142857142854
M148_R_BIC_1_RNA	BIC	RNA	M148	5	R	1.0	887.0857142857144	0.9494028571428572
M148_R_BIC_1_RNA	BIC	RNA	M148	6	R	1.0	941.2714285714286	0.7712000000000001
M148_R_BIC_1_RNA	BIC	RNA	M148	7	R	1.0	921.302857142857	0.9150542857142856
M148_R_BIC_1_RNA	BIC	RNA	M148	8	R	1.0	3171.6542857142854	2.4338571428571427
M148_R_BIC_1_RNA	BIC	RNA	M148	9	R	1.0	304.8085714285714	0.24624857142857146
M148_R_BIC_1_RNA	BIC	RNA	M148	10	R	1.0	1987.5942857142854	1.3526
M148_R_BIC_1_RNA	BIC	RNA	M148	11	R	1.0	1934.6028571428574	1.350714285714286
M148_R_BIC_1_RNA	BIC	RNA	M148	12	R	1.0	1277.5514285714287	1.0898285714285716
M148_R_BIC_1_RNA	BIC	RNA	M148	13	R	1.0	2879.4314285714286	1.9423428571428571
M148_R_BIC_1_RNA	BIC	RNA	M148	14	R	1.0	673.8971428571427	0.6876342857142856
M148_R_BIC_1_RNA	BIC	RNA	M148	15	R	1.0	24.358000000000004	0.03464742857142857
M148_R_BIC_1_RNA	BIC	RNA	M148	16	R	1.0	215.68285714285713	0.17103999999999997
M148_R_BIC_1_RNA	BIC	RNA	M148	18	R	1.0	49.39571428571429	0.030348000000000003
M148_R_BIC_2_RNA	BIC	RNA	M148	1	R	2.0	317.3065714285715	0.21239428571428573
M148_R_BIC_2_RNA	BIC	RNA	M148	2	R	2.0	2498.1085714285714	1.7130285714285716
